"a","b","d","se_a","se_b","se_d","AIC"
-1.45585864276221,0.24753624358275,-0.00443976957405762,1.88492175106892,0.153060209240283,0.00303219253834888,-15.3288869507453
-4.65571893627199,0.405387196889324,-0.00631703736355696,0.645163584895971,0.0569455123342186,0.00120789257544894,-20.3295782261226
0.239122172261935,-0.0172418868146667,0.00154348758823344,0.705974943919079,0.0607136134342407,0.00127392530330978,-16.7637894482802
-0.932629604476025,0.0803773228477339,-0.00122616703187983,0.500908421987403,0.0435641983676132,0.000912715572039985,-3.0241609138099
-260.760082742146,18.5605436783798,-0.274197107989185,143.023297716901,8.64588580555734,0.128714004095253,-17.738881179451
0.150258063837679,0.0200016039477624,9.12145845842874e-05,0.0524328234303329,0.0137660132052028,0.000510062180589911,10.7145616514394
0.0239617468113357,-0.00358207763284109,0.000415067495678132,0.00823545986667508,0.00206539886020679,0.000106131684498157,11.2244958710683
-24.1784580824752,6.6427439345817,-0.0917691186040566,7.50360202179179,0.568347298353918,0.00831632326648839,-16.3438117546459
3.39765671082997,-0.341767489634423,0.0163008146051179,1.10471406098129,0.134135168901892,0.00345649954598835,4.52347691154778
-3.52584480653276,3.77646404996167,-0.0602820179847822,2.49221383736821,0.192056967798814,0.00316999763699749,-51.9575482637164
1.19112687594092,0.205389794340631,0.010168855663708,1.69690701244073,0.173218016134875,0.00356836030514398,-8.42047760951516
0.34215431476292,0.35340237025236,-0.00726629470387156,0.516599041446263,0.115761467345169,0.00278175099441426,9.20448324177977
0.112752665649181,0.0310098526921614,0.000584172716718568,0.0194981570648773,0.00523931484507203,0.000159335160675676,-12.9073921445444
1.00291499564214,0.298435282405674,-0.00771268515838502,0.30064946840507,0.0552186402832872,0.0014765162931612,-2.07461062399853
0.36394597866713,0.0389690024039219,0.00209841933891371,0.0550040267494227,0.0135284082185429,0.000525092955188832,-12.046786264048
1.04801576405795,0.124024549831398,-0.0037440768556005,0.0630458557702663,0.0114956365384508,0.000382074107449826,-20.9741000961944
0.316064137753297,0.0355272486065434,0.00160220453718656,0.0400810536643437,0.0101599161983238,0.000374063724179558,-13.1432104630499
-1.34375664722391,2.23254826352939,-0.0415197972059926,0.930895906186329,0.0978274319069047,0.00185037363163552,-24.7555764283628
0.0240618949477327,-0.00253080648452631,0.000100465764886359,0.020190534783207,0.00253229061853154,7.69606790378727e-05,18.0757329427091
0.0331648353084145,-0.000183678020216281,6.45063981912216e-05,0.0106067040494134,0.00184404185550613,6.00496597013599e-05,8.90445202897786
0.0113788294905481,0.00224299750575032,-3.15728753207625e-05,0.00416305789580154,0.000950363827557794,3.06466987027474e-05,6.61992797692863
0.0167309939438831,0.00142214954647163,6.48102925459455e-05,0.00398159697430934,0.00100127387171884,3.77147793102334e-05,0.811137947571007
-0.0516674383693438,0.0256234528678004,-0.000846710729054373,0.0488422672148193,0.0109691533641199,0.000458773270133506,1.14000923421276
0.0264622986716582,0.00417182287958394,-2.5070677071801e-05,0.0104523577450564,0.00242294476306914,8.13321735539573e-05,8.29977550703357
0.020816729490495,0.0239799670149279,-0.000670590961451155,0.0203328815277532,0.00574591632771348,0.000157435167143909,12.658454144504
0.0684251907873158,0.0023785383875122,-2.72948939610715e-05,0.0192620401786458,0.00303019346814871,8.81048709614261e-05,6.52846339181067
-0.009366328062252,0.0299439242155097,-0.000791015301673857,0.0078915618121293,0.00453028025198532,0.000129627408291498,7.48150091846601
-0.0235979208465622,0.014851971336805,-0.000345724253279821,0.0317754412450678,0.00582952818984724,0.000178732511717349,5.87877689653835
0.0355058174831445,0.00635855211912084,-0.000104801936712002,0.0176102439549223,0.00378036295232686,0.000118570370391538,11.964166054128
-0.0101632672042576,0.0316935374975506,-0.000862502528416794,0.00704537541490816,0.0039422956254078,0.000110474479834147,5.20786524601193
0.0377095660363951,0.0050457928357379,2.67283321456405e-05,0.0113310075489799,0.00272218765310492,9.53985313361219e-05,4.08974662584037
0.0438218127450638,0.0272691561965485,-0.000827868017536024,0.0304406849037277,0.0086836508175595,0.000286211243360378,10.3737870074007
0.100050039600679,-0.00107316052174586,0.000145191615817398,0.0459619512532751,0.00737065941804132,0.000229025075921088,15.2715291670604
0.0904789450916794,0.0116630649267972,-0.000281748162438781,0.0459667792621407,0.0080246966203149,0.00022852698384269,13.858608960213
5.49145363907035,0.96266543677535,-0.019984189394721,0.347644537461209,0.0611307713662147,0.00364921022147736,-7.17305034018696
3.7579443797494,0.681162819197585,-0.0110099403750316,0.39693158021602,0.066281848551376,0.0043397781948789,-1.46206634544902
6.40654564561553,1.04437824428454,-0.0254380235235219,0.40107437267469,0.0643425627138524,0.00378604939473643,-6.85129345506993
3.34787918378404,0.530639319131908,-0.00595147442595746,0.496825096699237,0.0722804469930414,0.00490044026216308,2.43285809310662
2.73895829803265,0.545735381840782,-0.000731359457988063,0.465054256221163,0.102540138302927,0.00684185286547924,4.15352510652445
3.82217994222069,0.720830869245518,0.00100959337538677,0.585881331596952,0.103096714174905,0.00806419417997428,3.33700524310864
0.980328105946886,0.160162138318621,-0.00460186730201895,0.0983450088162104,0.0239363316099852,0.00113650446706995,0.522054369695105
1.96233890357904,0.371906913943826,0.0129340845895741,0.301346541983487,0.0485943668419594,0.00486749856446286,6.28796721359372
0.912954458330821,0.186273831481482,-0.00710334234679204,0.156804001994494,0.039951181740677,0.0019445377710435,4.2443653098671
1.93237563714487,0.857839526540288,-0.0249370160345158,0.312941479402638,0.0869937129594841,0.00341997714411892,-9.72904892210625
3.32290637968577,0.646679631487663,-0.0173069727946335,0.270273140021607,0.0516476827805899,0.00247801203895345,-4.39941515283764
5.44201372426224,0.746235912881058,-0.0195359920706302,0.19954358735623,0.0309395472224454,0.00177673115228887,-17.0186898922588
5.4687995916785,0.669249867417459,-0.0206811940301318,0.0738574907578197,0.0161000374319474,0.000771097202399429,-23.6504431540636
3.93180027134173,0.948546448663751,-0.0306250966720128,0.328466302996404,0.0981085636038698,0.00352713234290497,-7.88239469593451
6.18855463755734,0.851894135234621,-0.0330808906328904,0.446351347287673,0.0636566487631561,0.00305248540435763,-3.6712111833512
4.07195935151249,0.824634144868409,-0.0283865591852206,0.186169715196259,0.0365155462151565,0.0018309221891368,-10.3539303677607
3.76079067282285,0.699740413860075,-0.0161288773428635,0.606404168380747,0.138891003883309,0.00688906282050566,5.89463806106255
3.80468040380855,0.629437326447248,-0.0200016680237639,0.144173018458953,0.0267011125161489,0.00130176914596433,-12.1575798832689
3.94203587379551,0.743511025076497,-0.0195901000171916,0.124030339634959,0.025409112621907,0.0012288131683439,-14.9822788689063
5.14418580455381,0.772198442215696,-0.0224909356864958,0.193156147612807,0.0339913389515752,0.00166382286059933,-12.3112169114076
3.64725938204439,0.55279054442855,-0.0191133817792807,0.140811704995988,0.0228482832298119,0.00101309213940589,-10.8568210798667
6.17281124257473,2.52558268406632,-0.0565722580870825,1.72438967677392,0.279227389675756,0.00615164392798181,-5.6878755178691
1.19273431629666,3.34325365847294,-0.0667384437405583,2.79072188047845,0.531040874921586,0.0120144813137801,0.66232438474965
1.33635701532576,0.188127770008985,-0.00640224822315315,0.106883894667233,0.0317939744969126,0.00157685557401867,-13.7352547074896
9.99658293505995,-0.255384927779291,0.00963611486395374,6.33042776759554,0.545765244880473,0.0114677510472207,-14.5182930694512
24.5806707005255,-1.33966527490895,0.030066177250845,36.9538153608511,3.15914446541069,0.0659692011455063,2.17277137009082
-6.4833819087897,0.953931496453894,-0.019713143323998,16.6275545653468,1.42449617100941,0.0296283130954008,2.26116297833295
-7.75726163119526,1.20475179501143,-0.0250308243747528,26.95435472639,2.30719442525354,0.0479587632216416,4.16104886977777
-5.24019661542423,0.809539545352851,-0.0156561205686544,12.6806985548672,1.09178773118132,0.0228304976574352,-0.761647651640013
158.786100115369,2.62480186468987,0.0636032604821967,76.4584558539787,6.59792262117474,0.138668211977208,-22.5442700254733
276.866300699188,-4.43688276277554,0.107986797525254,387.602243075299,33.0840287755168,0.688500723679481,-5.54960016115769
763.32580966871,-43.2580583155108,0.936127232065212,374.341788138514,31.916961437705,0.665062057270547,-7.82238751643337
97.6437436520281,-3.02474728731668,0.0686222751298877,80.2633702914094,6.8506859007135,0.142630152369231,-8.60676240956942
-30.0026341358801,8.78546236092393,-0.168634115897815,144.679021146728,12.4184794793225,0.25920957338276,-4.54630462997484
-17.1249659129478,6.74443332139198,-0.125103861675929,211.822426836272,18.1963838455714,0.380192326524367,0.633938259136062
0.185917756852726,0.0123022307176402,0.0021810279993262,0.342261769283158,0.0291726108273781,0.000556582271658731,-38.5629931122871
-63.5467444778322,6.68922520067415,-0.077302999309554,14.0442064618454,1.26384810729327,0.0253383468941138,-16.5891700899562
1.13538949936734,-0.0796682073253108,0.00268042738620537,0.776793354536803,0.0824272817067599,0.00200386208983006,8.11855512633606
-4.1443629513852,1.61492162970849,-0.033377911518087,1.88695674078096,0.201653614364471,0.00453354956616773,-13.4106824412589
1.02811354431065,0.360308779151512,-0.00864878985494457,0.104193397041463,0.0158585584444372,0.000444465427766357,-29.0226112481344
0.380391805599445,-0.0537703739293186,0.0052515178632028,0.0674151044999676,0.0128847668517823,0.000468283004139868,-13.0514823621616
-0.00756948248982842,0.363078995501005,-0.00892078806481539,0.1970677422576,0.0315598958735603,0.000843511172693953,-14.303591627998
0.496851282303303,-0.0485004242007462,0.00663710387839337,0.0230489337534846,0.00499151902380263,0.000188128330762912,-26.1643616634741
-0.169521603541107,0.313693815878156,-0.00730581062902657,0.138051240634701,0.0203920087643567,0.000544107255176908,-19.5787596154026
0.0438029017446715,0.0161673233819103,0.00205984548979055,0.0350633887532801,0.0128132030597133,0.00057699811539605,-2.75380818223166
-0.449941338418158,0.321312642868769,-0.00492414924167447,0.302696474803954,0.0273903528170405,0.000475949098752827,-30.7970336976284
-19.574311752691,1.38545510436474,-0.0139137830831919,7.99438382833621,0.493412420973036,0.00729986970355559,-9.95438520652717
-4.01795647768152,0.972924135546903,-0.0299046543662591,1.0916374986038,0.279059270642667,0.0124514457519143,4.78405577027408
-6.81453725655963,1.66331927059696,-0.0475001287221128,0.67778852932645,0.173502026701384,0.00787342658396496,-6.53453041489854
2.56113942,-0.41420531625,0.0159963059375,NA,NA,NA,-182.621771797286
-1.26633547948968,0.302286274367834,-0.00781379146983043,0.0576511487145496,0.0148542949364877,0.000688020871624008,-14.8988677273519
-71.7106907155657,6.0484736270987,-0.0879439654600146,15.3449037385745,1.02236899376459,0.0156360987818072,-9.82756500636109
-3.59862719955216,1.22609325942952,0.00593207895931242,2.27047672961426,0.368867263073073,0.010193797249761,-4.81029927134539
-1.8530994609715,0.595557486836143,-0.0153646427943229,0.79386359970427,0.155392194847401,0.00415355060914654,11.885038947557
2.4737769340409,6.76620828902806,-0.139359294395244,15.5145074504264,2.35601317736224,0.0622992523951621,3.56002356570229
4.95495038011416,0.319513915904624,0.00232573319095178,1.7514278444767,0.251317246133277,0.00700580518860066,-3.95225759422154
-1.8075411419115,4.89798010578952,-0.0770749041101751,2.52187472824378,0.421518275939532,0.0118570626175039,-17.1128260594563
-2.27243904880162,1.67434508105202,-0.0312457790405813,2.43295534302933,0.418081483823911,0.011565969548868,0.99564460546958
-23.224307488707,5.72268273270322,-0.0628234377088783,5.65686159531419,1.26514676494533,0.0358793536525521,3.51433927088956
-0.574435075308343,0.0780032063308421,0.00176640259258078,0.710402931161061,0.0892386309839649,0.00225955427245438,4.6287000414603
0.222599572404105,0.0242890088384329,0.00109866909315284,0.126016231009366,0.0174635101775214,0.000406564602489701,-0.597790378978676
0.206263709237938,0.0114647038680997,0.00129639756541339,0.116980947704535,0.0188807601787492,0.000435138782675812,0.971911355880335
1.1873418812864,0.107429543542111,0.00286878628555839,0.791628958353612,0.10079205118037,0.00224065619608946,8.1108811444054
0.16303965925093,0.327600714767835,-0.00277886378990657,0.818478677325947,0.123145776968686,0.00244615529012073,9.93275217067382
2.14349643061109,-0.0323239787743124,0.00617370351094793,1.28478943055436,0.133287241676737,0.00264942191376947,5.31128885170734
4.01529074282415,-0.270160403471472,0.0125979347177867,0.724922194266651,0.0795642572431958,0.00180123608768368,-11.71522763287
0.267979596730802,0.587203784737032,-0.00158268580162741,1.6677204732967,0.226724227690152,0.00480573771374015,23.0388006082965
1.47769556066961,0.320673708046571,0.00532658158592138,1.65159724746365,0.22478264519782,0.00514435624765619,21.4043453014017
-1.53972086240156,1.41794614379997,-0.0255417396328585,0.690420621300833,0.0975084679685015,0.00205155774898632,-15.1374037086196
-0.0872278750172742,1.29214564746398,-0.0257984871512643,1.29226054165034,0.179258384696978,0.00413448559148195,-6.43054360963612
-0.356809010667008,1.08740027768913,-0.0189392639517791,0.90456680470157,0.104081523475347,0.00206032213143354,-13.6570857358435
1.45369811677058,1.03729217239839,-0.0222581042782919,0.816738570329235,0.104155780275184,0.00232698664346487,-12.9828213046024
2.48810347169193,0.594468919381565,-0.0109496200986879,0.665555886105372,0.0785480451861298,0.00173549096247637,-15.4957247394639
-1.01840017068835,1.47277664550472,-0.0310395100291457,0.51015082541879,0.0705343566137833,0.00158287853245784,-20.9090547237641
-0.972891819111919,0.89171575144042,-0.016252225322395,0.388723700883858,0.0475011353989376,0.000938931654251675,-21.1756155225092
4.49790908149434,1.67600156112359,-0.0325132960687917,1.10795829123371,0.159780916280309,0.00420686485447069,-18.3262526650895
-1.48088739655593,1.97302470299604,-0.0366494178122752,1.88764514590131,0.25926298014139,0.00537661618431984,-3.78793051495174
0.636975104437004,1.7785126044423,-0.0358918031341324,0.970934254444196,0.127965038822829,0.0029093976586542,-18.1875946886413
-1.32946372132426,1.59142463502151,-0.0284730510824721,0.46545156773914,0.0599501618763906,0.00135559557456213,-29.5785388042799
5.34956264760028,1.11743907308548,-0.0214411484599245,1.14537930331026,0.167000140744496,0.00448567431211247,-13.9425788597217
4.62394340268377,0.869846032918399,-0.0178040693257429,1.04177782300283,0.120362606588705,0.00265723165554306,-15.6023160608974
-0.0856406449845289,1.76751491610674,-0.0327487027642539,1.42629850088793,0.221076421991023,0.00591713759045439,-11.2767350446142
-2.21118591987187,1.40237175268014,-0.0274584271254954,1.31730571063199,0.195926442430849,0.00454052768214867,-3.53480014250153
-0.299643094709174,1.47438672326115,-0.0331143703815917,1.77363382025623,0.271500283461121,0.00706792012286319,-3.17807468088602
0.267988488524234,0.98264161864746,-0.0220070037056833,0.28124558256696,0.0423480620050434,0.00110172188594758,-24.2656437953004
0.155241564601747,0.618653524409482,-0.0151859326255506,0.478954322279674,0.0678419004299799,0.00169665457477204,-10.1449462634685
0.104790517906427,0.953312087086948,-0.0222467111418635,0.480143270109095,0.0714311077155411,0.00183081201837278,-15.6044139107335
1.13169520055394,0.967040610389097,-0.0237346256194109,0.266157444230031,0.0370443990370816,0.000926143743723455,-26.1166823743794
1.45985357865038,1.12220894894983,-0.0248859771946444,1.0216115753642,0.145395213144728,0.00371384690065951,-10.7141946998391
1.19281836349723,0.85761297481148,-0.0214575587432339,0.52577238963616,0.0706500873071027,0.00173934405937826,-15.775188137555
1.14845965450877,0.738365439176225,-0.0172847377003481,0.687100538278707,0.0973612252906729,0.00247450615678991,-10.005799473597
-2.19374145031412,1.34154447243949,-0.0313521206114747,0.812180455983162,0.135130683702195,0.00349069284683897,-7.51003390613155
0.82576838626273,0.802751413400625,-0.0199113198388931,0.380534294571262,0.0531646057673927,0.00133042197538074,-18.1838773255094
0.282361848074182,-0.024107370150632,0.00419969670997526,0.102585392905049,0.0203645094438179,0.000757499682491976,-4.55588112257788
0.231509515343846,-0.00493651045466303,0.00206279756340103,0.0557795360047972,0.0102531452933055,0.000352416752679435,-9.70328221642636
0.262500931424909,-0.0134078166896186,0.00224430813731693,0.0474564703280201,0.00853073746345624,0.000294029581285474,-11.6314602219481
0.171308007287195,0.00995745877476548,0.00148785783316285,0.0515979484011973,0.00943607498787788,0.000313904364369925,-11.1918552220933
0.222574701634209,0.00106208074504566,0.00219311561780009,0.0596943936191873,0.0112188040924827,0.000386028249169895,-10.324464951204
0.290755192321437,0.0157860563734765,0.00280539877697546,0.0590559997559812,0.0108335004115398,0.000360185715256143,-17.2388281437152
0.327019348976759,-0.0204712127240263,0.00292038129240359,0.0838660077115304,0.0148017472097168,0.000505066880318268,-6.9258144633017
0.27285913450087,-0.00714849943811444,0.00233287014312013,0.0404649871599312,0.0071845710004352,0.000240969786858984,-16.7554374979342
0.231957048577772,0.00117874497763425,0.00255454705798283,0.0504635215945762,0.00935478656643492,0.000318467158773202,-14.811282392821
0.0731311925213859,0.0104678204468277,0.00189357719216705,0.0148275311048876,0.00305857523961054,0.000109211525327468,-25.9259847860213
0.536204503354904,-0.0413011021307322,0.00365977113949519,0.0466177682647568,0.00767664450016038,0.000262873469855524,-19.428161603125
0.0222113095203641,-0.0189990811101918,0.00249595042425481,0.269819094589892,0.0383739513176904,0.00120583682180503,0.81216423926434
0.354761315783224,-0.070693011255855,0.00370580060737722,0.169788676110685,0.0297254042003824,0.00135369297046851,16.5458187387713
-0.041062489021125,0.0286458423681762,-0.000307170699821975,0.118234642189405,0.0202314254098089,0.000642186684239409,5.60933450812831
