"model","enzyme","Rsquared","AIC","BIC"
"simplified_extended_Johnson_Lewin",42241,-652.886614365416,43.6902287689233,40.0079949356427
"simplified_extended_Johnson_Lewin",42244,0.935460026910825,-5.53114076259373,-2.62170086386573
"simplified_extended_Johnson_Lewin",42246,0.965695271785897,-14.0366621489323,-12.221151590968
"simplified_extended_Johnson_Lewin",42251,-1052.74248435169,44.6441349105828,40.9619010773022
"simplified_extended_Johnson_Lewin",42252,0.988930937943901,-10.0737046666893,-11.323147851321
"simplified_extended_Johnson_Lewin",42253,-1115.14399391152,46.3862388307303,42.7040049974497
"simplified_extended_Johnson_Lewin",42257,-1658.41366913662,49.0361546917774,45.3539208584968
"simplified_extended_Johnson_Lewin",42260,0.914993151671876,-10.2341196360174,-8.41860907805312
"simplified_extended_Johnson_Lewin",42261,0.923671693020996,-11.3446893470938,-9.52917878912949
"simplified_extended_Johnson_Lewin",42265,NA,Inf,Inf
"simplified_extended_Johnson_Lewin",42270,0.927051321991003,7.37400529909302,6.12456211446135
"simplified_extended_Johnson_Lewin",42277,0.985874003620661,-6.06734978195366,-4.25183922398938
"simplified_extended_Johnson_Lewin",42280,0.766027826695175,7.17528326848769,8.99079382645197
"simplified_extended_Johnson_Lewin",42281,0.964758361053805,-38.6746401581397,-38.1979909080606
"simplified_extended_Johnson_Lewin",42282,0.967292955898751,11.7000559445038,10.4506127598722
"simplified_extended_Johnson_Lewin",42284,0.461479857908192,29.371467173053,32.7611633178222
"simplified_extended_Johnson_Lewin",42285,-418.449299883157,41.8373808878037,38.155147054523
"simplified_extended_Johnson_Lewin",42286,0.957609259644929,-4.82132482978321,-1.91188493105521
"simplified_extended_Johnson_Lewin",42288,0.960867084442221,-14.994359102438,-10.3588267689993
"simplified_extended_Johnson_Lewin",42289,0.916197319982615,3.73697671124011,4.21362596131913
"simplified_extended_Johnson_Lewin",42291,0.935619029343454,8.08365353443967,6.834210349808
"simplified_extended_Johnson_Lewin",42294,0.930115081030864,4.41158801443766,6.22709857240193
"simplified_extended_Johnson_Lewin",42295,0.555916721294919,21.5353235897966,23.3508341477609
"simplified_extended_Johnson_Lewin",42296,-212.816569956138,43.8975799627619,40.2153461294812
"simplified_extended_Johnson_Lewin",42299,-1148.18860617781,46.3939819019564,42.7117480686757
"simplified_extended_Johnson_Lewin",42303,-1221.00528807745,49.2455837041169,45.5633498708362
"simplified_extended_Johnson_Lewin",42304,-496.148573924584,43.2621377669535,39.5799039336729
"simplified_extended_Johnson_Lewin",42305,0.991908183781717,-5.18368735428578,-6.43313053891745
"simplified_extended_Johnson_Lewin",42306,-21.5051421761532,23.1835567219423,19.5013228886616
"simplified_extended_Johnson_Lewin",42307,0.78859609626636,13.3861489962874,16.2955888950154
"simplified_extended_Johnson_Lewin",42309,0.814299810963964,22.2032521507223,21.8787130450541
"simplified_extended_Johnson_Lewin",42310,0.787339826466051,22.5480928182246,22.2235537125564
"simplified_extended_Johnson_Lewin",42311,0.612209662877331,22.2682380082843,21.9436989026162
"simplified_extended_Johnson_Lewin",42312,-15895.7346427092,43.0192180474966,39.3369842142159
"simplified_extended_Johnson_Lewin",42313,0.950147121924816,-0.504512207864201,0.678835256153116
"simplified_extended_Johnson_Lewin",42314,NA,Inf,Inf
"simplified_extended_Johnson_Lewin",42315,0.978863922441035,-19.1687132172095,-14.5331808837708
"simplified_extended_Johnson_Lewin",42316,0.958316937205452,4.63569774128673,3.38625455665507
"simplified_extended_Johnson_Lewin",42321,0.976462332456624,-2.75673209652117,-0.94122153855689
"simplified_extended_Johnson_Lewin",42324,0.988745544611085,-1.80992914197688,-3.05937232660855
"simplified_extended_Johnson_Lewin",42326,0.754680617363504,1.38124496681245,1.05670586114432
"simplified_extended_Johnson_Lewin",42329,-1015.38863234117,45.3151549945382,41.6329211612576
"simplified_extended_Johnson_Lewin",42331,0.831235331146362,4.84231441290903,11.9106373949967
"simplified_extended_Johnson_Lewin",42332,0.996575202364971,-10.360129438918,-10.6846685445861
"simplified_extended_Johnson_Lewin",42333,0.980358239958205,6.00002056728988,4.75057738265821
"simplified_extended_Johnson_Lewin",42336,0.989254453456965,-8.49736683749549,-8.82190594316361
"simplified_extended_Johnson_Lewin",42337,0.99538989353664,-7.34066849512855,-8.59011167976022
"simplified_extended_Johnson_Lewin",42338,-1771.38448360905,43.0728004099911,39.3905665767104
"simplified_extended_Johnson_Lewin",42343,0.747373851083803,14.6365428083537,18.0262389531229
"simplified_extended_Johnson_Lewin",42347,0.847150697523466,-15.2598019434095,-9.91757139603248
"simplified_extended_Johnson_Lewin",42351,0.826640363982178,-33.0903157064554,-27.7480851590784
"simplified_extended_Johnson_Lewin",42355,-752.013895694631,39.3738955548369,35.6916617215562
"simplified_extended_Johnson_Lewin",42356,-1163.92315899768,47.1966444463473,43.5144106130666
"simplified_extended_Johnson_Lewin",42357,0.82312414118114,-3.91947516167442,1.07980490266288
"simplified_extended_Johnson_Lewin",42360,0.85403378001852,-5.3930955053232,-2.48365560659519
"simplified_extended_Johnson_Lewin",42362,0.996054070225355,-8.25372102031012,-8.57826012597824
"simplified_extended_Johnson_Lewin",42370,NA,Inf,Inf
"simplified_extended_Johnson_Lewin",42375,-1163.91169737695,43.3307783193826,39.6485444861019
"simplified_extended_Johnson_Lewin",42381,-662.262334134666,43.6749960844901,39.9927622512094
"simplified_extended_Johnson_Lewin",42383,0.859039908347401,18.5253567161162,19.0020059661952
"simplified_extended_Johnson_Lewin",42384,-1002.15702320382,43.6312950107818,39.9490611775011
"simplified_extended_Johnson_Lewin",42388,0.97062873151567,6.53989056659768,5.29044738196601
"simplified_extended_Johnson_Lewin",42389,0.779293548244914,-3.69052698501503,-4.01506609068315
"simplified_extended_Johnson_Lewin",42392,0.972584043907056,-46.0395017627317,-42.6498056179625
"simplified_extended_Johnson_Lewin",42394,0.700985874924343,-43.4229790186365,-30.018339991053
"simplified_extended_Johnson_Lewin",42395,-2052.30951509513,43.3254586055057,39.643224772225
"simplified_extended_Johnson_Lewin",42399,0.992097337324328,-37.306147151058,-35.4906365930937
"simplified_extended_Johnson_Lewin",42415,0.976722284314707,-5.09514495848003,-3.27963440051576
"simplified_extended_Johnson_Lewin",42416,0.997811473458894,-8.78422172910508,-10.0336649137368
"simplified_extended_Johnson_Lewin",42419,-1207.15511752507,42.4143331149949,38.7320992817143
