"model","enzyme","Rsquared","AIC","BIC"
"simplified_Johnson_Lewin","NAD001",0.991411963049447,7.25370438767631,7.65091209607549
"simplified_Johnson_Lewin","ARL001",0.701314355248074,31.1872788440016,30.1460761901419
"simplified_Johnson_Lewin","PEL001",0.859279758907603,6.29908107869172,8.72361432763172
"simplified_Johnson_Lewin","YEX001",0.869682735431799,-0.552941012149073,-0.155733303749894
"simplified_Johnson_Lewin","YEW001",0.992647861724708,-19.6756519758142,-19.278444267415
"simplified_Johnson_Lewin","BSA001",0.913157076638829,36.1345497901876,39.6748007956987
"simplified_Johnson_Lewin","ADC001",0.971498677861773,-20.3352141115397,-17.9106808625997
"simplified_Johnson_Lewin","DAL001",0.885377559312236,8.88954269629019,7.84834004243046
"simplified_Johnson_Lewin","YCN001",0.967710555705614,1.43839377712531,1.83560148552449
"simplified_Johnson_Lewin","LIC001",0.931340339097175,-3.81317568286882,-3.41596797446964
"simplified_Johnson_Lewin","GAL001",0.972787118977257,-15.1444649436425,-15.4149141983659
"simplified_Johnson_Lewin","RHI001",0.897776220014263,-8.09314488413235,-7.69593717573317
"simplified_Johnson_Lewin","GLU001",0.997049133257527,-12.7286441878144,-12.3314364794152
"simplified_Johnson_Lewin","ABF001",0.999367531377246,-22.4942900009473,-22.0970822925481
"simplified_Johnson_Lewin","QAP001",0.997491577927709,-30.2603534365891,-29.8631457281899
"simplified_Johnson_Lewin","LIV001",0.957236544979239,-4.16625531559311,-4.43670457031655
"simplified_Johnson_Lewin","LID001",0.981662647319437,-3.20472643516932,-2.80751872677014
"simplified_Johnson_Lewin","MAA001",0.871203040398715,21.9874254212434,22.9735483079245
"simplified_Johnson_Lewin","MAC001",0.91367394195626,19.9803768133414,20.9664997000225
"simplified_Johnson_Lewin","LIU001",0.984888810246961,3.5252350778293,5.03816054279953
"simplified_Johnson_Lewin","LIN001",0.907894123367187,12.0372786489715,10.9960759951118
"simplified_Johnson_Lewin","IPD001",0.997303293460447,-6.0641513845131,-7.10535403837282
"simplified_Johnson_Lewin","NAD002",0.984921172468882,-13.0166060627168,-14.0578087165765
"simplified_Johnson_Lewin","MAE001",0.925866568399429,-4.22264427376575,-2.2331679097739
"simplified_Johnson_Lewin","GAP001",0.755523278775915,16.691982047166,16.4215327924426
"simplified_Johnson_Lewin","AZO001",0.943804622333503,18.1469380300887,22.0098816412876
"simplified_Johnson_Lewin","ALP0001",0.960808220771574,-5.04147986018146,-4.05535697350036
"simplified_Johnson_Lewin","ALP002",0.904006804792631,15.5685951016571,18.7638817497334
"simplified_Johnson_Lewin","GUS001",0.99295014720202,7.16199836321047,8.6749238281807
"simplified_Johnson_Lewin","PHY001",0.972346220578403,-10.2609606484644,-9.86375294006523
"simplified_Johnson_Lewin","RUB001",0.958878876072294,-3.00534169736129,-4.04654435122101
"simplified_Johnson_Lewin","GDH001",0.975906672866658,-0.9212694817738,2.61898152373725
"simplified_Johnson_Lewin","MAI001",0.954603918790906,8.26682007404564,9.25294296072673
"simplified_Johnson_Lewin","HPA001",0.996167422434732,-5.63213547473785,-5.90258472946128
"simplified_Johnson_Lewin","GGT001",0.914769011423563,-2.5141692717338,-3.55537192559352
"simplified_Johnson_Lewin","ASN001",0.988583952514503,0.682263614093893,-1.27054682373561
"simplified_Johnson_Lewin","GAC001",NA,Inf,Inf
"simplified_Johnson_Lewin","GAD001",0.938217635112389,0.0552352524143824,-0.215214002309052
"simplified_Johnson_Lewin","STH001",0.959523428888219,-33.1474175457443,-32.1612946590632
"simplified_Johnson_Lewin","GLU002",0.999894563377876,-21.3609899505148,-22.4021926043746
"simplified_Johnson_Lewin","XYL001",0.988057547409442,-6.57092255990057,-5.58479967321948
"simplified_Johnson_Lewin","XYL002",0.988069932542909,-9.21722910630508,-7.70430364133485
"simplified_Johnson_Lewin","ARA001",0.989177226344017,3.02610581869082,2.75565656396738
"simplified_Johnson_Lewin","LIP001",0.988093306082605,-15.2285552489931,-14.8313475405939
"simplified_Johnson_Lewin","GAL002",0.966713684259662,-4.45654743865277,-6.40935787648227
"simplified_Johnson_Lewin","LAR001",0.999856529920265,-34.0654990113289,-36.0183094491584
"simplified_Johnson_Lewin","AMA002",0.912608335426759,-4.37960152128764,-4.65005077601108
"simplified_Johnson_Lewin","TSK001",0.909718133359398,9.51232461322056,9.90953232161974
"simplified_Johnson_Lewin","GRX001",0.960895978040797,-0.360862426257325,2.46388436105036
"simplified_Johnson_Lewin","PRX001",0.943786517551604,6.28716188895261,9.11190867626029
"simplified_Johnson_Lewin","RNR001",0.951864997622945,-0.199573413601867,1.78990295038999
"simplified_Johnson_Lewin","HMT001",0.969163737231123,-0.128628003310073,0.857494883371025
"simplified_Johnson_Lewin","NTR001",0.967069037279935,-19.4319438281494,-16.6071970408417
"simplified_extended_Johnson_Lewin","NAD001",0.991411963049447,9.25370438767632,9.73035363775533
"simplified_extended_Johnson_Lewin","YEW001",0.708365184544737,11.7684375829802,12.2450868330592
"simplified_extended_Johnson_Lewin","BSA001",-25.9923339174397,124.222657302401,128.470958509014
"simplified_extended_Johnson_Lewin","DAL001",-5.01408284922644,34.6508359175894,33.4013927329577
"simplified_extended_Johnson_Lewin","YCN001",0.000427783326499509,30.899090011881,31.3757392619601
"simplified_extended_Johnson_Lewin","LIC001",0.931340339097172,-1.81317568286849,-1.33652643278947
"simplified_extended_Johnson_Lewin","QAP001",0.793084721209018,7.04089079769306,7.51754004777207
"simplified_extended_Johnson_Lewin","LID001",0.981662647319437,-1.20472643516928,-0.728077185090271
"simplified_extended_Johnson_Lewin","MAA001",-5.33985240337005,59.0547874533521,60.2381349173694
"simplified_extended_Johnson_Lewin","LIU001",-3.21498644377011,61.8348964939478,63.6504070519121
"simplified_extended_Johnson_Lewin","LIN001",-9.08976494242612,42.2153070609914,40.9658638763597
"simplified_extended_Johnson_Lewin","GAP001",0.669215661120116,20.8084077165355,20.4838686108674
"simplified_extended_Johnson_Lewin","ALP0001",0.420649119407007,21.1994917873144,22.3828392513317
"simplified_extended_Johnson_Lewin","ALP002",-14.4574348763538,88.7105482587203,92.5448922364118
"simplified_extended_Johnson_Lewin","GUS001",0.990886799161155,11.7291710342406,13.5446815922049
"simplified_extended_Johnson_Lewin","RUB001",0.963321197348698,-1.69127939666769,-2.94072258129936
"simplified_extended_Johnson_Lewin","GDH001",0.919079253513616,19.2517602811124,23.5000614877257
"simplified_extended_Johnson_Lewin","HPA001",-17.3499173835871,55.684763991136,55.3602248854678
"simplified_extended_Johnson_Lewin","GGT001",0.914769011423561,-0.514169271733675,-1.76361245636534
"simplified_extended_Johnson_Lewin","ASN001",0.988725169244885,2.62002778869861,0.276655263303207
"simplified_extended_Johnson_Lewin","GAD001",0.590719036987558,15.2907225901782,14.96618348451
"simplified_extended_Johnson_Lewin","XYL001",-2.04859835761795e-08,35.2779796671252,36.4613271311425
"simplified_extended_Johnson_Lewin","XYL002",0.446059779535854,31.1627197449303,32.9782303028945
"simplified_extended_Johnson_Lewin","ARA001",0.989177226344017,5.02610581869088,4.70156671302276
"simplified_extended_Johnson_Lewin","LIP001",0.016998953461943,22.0795201810147,22.5561694310937
"simplified_extended_Johnson_Lewin","GAL002",-4.53218936651967,23.1094153089117,20.7660427835163
"simplified_extended_Johnson_Lewin","LAR001",0.999856529920265,-32.0654990113239,-34.4088715367193
"simplified_extended_Johnson_Lewin","AMA002",0.137391397673803,13.6473265260627,13.3227874203946
"simplified_extended_Johnson_Lewin","TSK001",0.523282074430485,24.8242313100451,25.3008805601241
"simplified_extended_Johnson_Lewin","HMT001",-25.4729141387268,62.6680461878106,63.8513936518279
"Sharpe-Schoolfield","ADH001",0.972073649258736,-5.94606738161202,-4.56549534025849
"Sharpe-Schoolfield","HSD001",0.984439298184292,-7.76791611230617,-9.22559982770979
"Sharpe-Schoolfield","GTP001",0.99647463053071,-14.6893230618827,-14.1332322701239
"Sharpe-Schoolfield","MGT001",0.988566362766255,-25.3310960870525,-23.950524045699
"Sharpe-Schoolfield","NAD001",0.998509121895719,-2.75433484820601,-2.19824405644716
"Sharpe-Schoolfield","ARL001",0.999054824567577,0.652620498444623,-0.805063216958992
"Sharpe-Schoolfield","PEL001",0.963183616047234,-5.79088913933071,-2.39654259081471
"Sharpe-Schoolfield","YEX001",0.869897137394763,3.43388630331341,3.98997709507226
"Sharpe-Schoolfield","YEW001",0.992853528153607,-15.9026312226952,-15.3465404309363
"Sharpe-Schoolfield","BSA001",0.920350034039507,38.837658801978,43.7940102096935
"Sharpe-Schoolfield","ADC001",0.971617322523646,-16.3852717030126,-12.9909251544966
"Sharpe-Schoolfield","DAL001",0.885440094367161,12.8862683573641,11.4285846419605
"Sharpe-Schoolfield","YCN001",0.996953535613899,-13.4476756168796,-12.8915848251207
"Sharpe-Schoolfield","LIC001",0.931410575216546,0.178636444677178,0.734727236436028
"Sharpe-Schoolfield","GAL001",0.972975661989853,-11.1931328668172,-11.57176182343
"Sharpe-Schoolfield","RHI001",0.89811585920184,-4.11976919148931,-3.56367839973046
"Sharpe-Schoolfield","GLU001",0.999135553263838,-18.5507603979555,-17.9946696061966
"Sharpe-Schoolfield","ABF001",0.999982238615722,-47.075121464666,-46.5190306729071
"Sharpe-Schoolfield","QAP001",0.999709986921772,-43.5202187060144,-42.9641279142555
"Sharpe-Schoolfield","LIV001",0.957477764544557,-0.205852613813006,-0.584481570425814
"Sharpe-Schoolfield","LID001",0.986414410891008,-1.60417045959037,-1.04807966783152
"Sharpe-Schoolfield","MAA001",0.871483931372936,25.9677760487295,27.3483480900831
"Sharpe-Schoolfield","MAC001",0.913957357043094,23.9507805111664,25.3313525525199
"Sharpe-Schoolfield","LIU001",0.996601579183429,-7.39601146838365,-5.27791581742533
"Sharpe-Schoolfield","LIN001",0.907986169958696,16.0312795128113,14.5735957974077
"Sharpe-Schoolfield","IPD001",0.997309646102488,-2.07830228196896,-3.53598599737258
"Sharpe-Schoolfield","NAD002",0.984970671840666,-9.03633470377623,-10.4940184191798
"Sharpe-Schoolfield","MAE001",0.996288595000501,-33.1616612446476,-30.376394335059
"Sharpe-Schoolfield","GAP001",0.884911199663854,15.4180694350818,15.039440478469
"Sharpe-Schoolfield","AZO001",0.933463850202388,24.8495124357003,30.2576334913787
"Sharpe-Schoolfield","ALP0001",0.961187920018614,-1.12909912027189,0.25147292108165
"Sharpe-Schoolfield","ALP002",0.929257357175686,15.2953924206137,19.7687937279205
"Sharpe-Schoolfield","PHY001",0.975195286697314,-7.13079039989256,-6.57469960813371
"Sharpe-Schoolfield","RUB001",0.928211698879453,4.3378557351977,2.88017201979408
"Sharpe-Schoolfield","GDH001",0.992867992422734,-15.1814018411418,-10.2250504334263
"Sharpe-Schoolfield","MAI001",0.954630374517875,12.261573565025,13.6421456063785
"Sharpe-Schoolfield","HPA001",0.996219696242492,-1.72826790865,-2.10689686526281
"Sharpe-Schoolfield","GGT001",0.91481789102992,1.48238876693335,0.0247050515297325
"Sharpe-Schoolfield","ASN001",0.527420103196687,23.2981975474956,20.5642629345343
"Sharpe-Schoolfield","GAC001",NA,Inf,Inf
"Sharpe-Schoolfield","GAD001",0.941633120970098,3.65714961421846,3.27852065760565
"Sharpe-Schoolfield","STH001",0.95954267094116,-29.1516970498672,-27.7711250085136
"Sharpe-Schoolfield","GLU002",0.999992804478561,-33.4688972948308,-34.9265810102344
"Sharpe-Schoolfield","XYL001",0.991915033079593,-6.08176041419611,-4.70118837284258
"Sharpe-Schoolfield","XYL002",0.994839802935681,-13.5981003160901,-11.4800046651318
"Sharpe-Schoolfield","ARA001",0.989175194608036,7.02741979027873,6.64879083366592
"Sharpe-Schoolfield","LIP001",0.99243694913526,-14.8591639986716,-14.3030732069127
"Sharpe-Schoolfield","GAL002",-7.3083051616591,27.1427752692652,24.4088406563039
"Sharpe-Schoolfield","LAR001",-0.740300114147846,16.9517091178695,14.2177745049082
"Sharpe-Schoolfield","AMA002",0.913246108261332,-0.43087391544158,-0.809502872054388
"Sharpe-Schoolfield","TSK001",0.99853212237782,-19.4406279050276,-18.8845371132688
"Sharpe-Schoolfield","GRX001",0.965615860295191,1.96694858592302,5.92159408815378
"Sharpe-Schoolfield","PRX001",0.943923104128916,10.2555362696014,14.2101817718322
"Sharpe-Schoolfield","RNR001",0.972752226619075,-2.45898927557589,0.326277634012705
"Sharpe-Schoolfield","HMT001",0.969243927007221,3.84793699024861,5.22850903160215
"Sharpe-Schoolfield","NTR001",0.967261283772883,-15.5080584548057,-11.553412952575
"extended_Schoolfield","ADH001",0.837963156593907,11.8782098316779,13.4560064503677
"extended_Schoolfield","HSD001",0.00992604729478974,19.1502699985175,17.484345752342
"extended_Schoolfield","GTP001",0.994296326700884,-8.84032177415306,-8.20478944071438
"extended_Schoolfield","MGT001",0.894470350608667,-3.3292053424497,-1.75140872375995
"extended_Schoolfield","NAD001",0.604128105744158,43.8994682034889,44.5350005369276
"extended_Schoolfield","ARL001",0.923631490982187,29.0043514075155,27.33842716134
"extended_Schoolfield","PEL001",0.958422249682299,-2.33142257313836,1.54783062516564
"extended_Schoolfield","YEX001",0.869793894189787,5.440232190573,6.07576452401168
"extended_Schoolfield","YEW001",0.836959498253932,11.1164076576866,11.7519399911253
"extended_Schoolfield","BSA001",0.92038710252984,40.8306762907627,46.4950778995804
"extended_Schoolfield","ADC001",0.970621382901412,-13.9714146338442,-10.0921614355402
"extended_Schoolfield","DAL001",-0.0999100259167351,28.457583045426,26.7916587992504
"extended_Schoolfield","YCN001",0.00735527497263067,34.8434533436248,35.4789856770634
"extended_Schoolfield","LIC001",0.34108373646085,20.2783012071293,20.913833540568
"extended_Schoolfield","GAL001",0.960977125472254,-6.62126193736272,-7.05398074492021
"extended_Schoolfield","RHI001",0.868785658257937,-0.0958020760314682,0.539730257407218
"extended_Schoolfield","GLU001",-0.0328696361110692,40.1353344012939,40.7708667347326
"extended_Schoolfield","QAP001",0.997413027735602,-24.0136791725685,-23.3781468391299
"extended_Schoolfield","LIV001",0.897477663011905,7.95452237877323,7.52180357121574
"extended_Schoolfield","LID001",0.702021260284289,25.0999298133705,25.7354621468092
"extended_Schoolfield","MAA001",0.870063323333357,28.0667156139042,29.6445122325939
"extended_Schoolfield","MAC001",0.771993643128557,34.7215549021171,36.2993515208068
"extended_Schoolfield","LIU001",-0.0754463274037942,52.1757903782895,54.5964711222419
"extended_Schoolfield","LIN001",0.584647112252728,27.0744171040357,25.4084928578602
"extended_Schoolfield","IPD001",0.464699301594876,31.6806330983704,30.0147088521948
"extended_Schoolfield","NAD002",-1.79525667021487,24.3177195592496,22.6517953130741
"extended_Schoolfield","MAE001",0.991459719464876,-21.9944444406895,-18.8112822583025
"extended_Schoolfield","GAP001",0.790791003835044,21.6014775222799,21.1687587147224
"extended_Schoolfield","AZO001",0.876223204115368,36.7812645072104,42.9619742851287
"extended_Schoolfield","ALP0001",0.840664473121785,13.5814269353525,15.1592235540422
"extended_Schoolfield","ALP002",0.773177023018847,33.607091088152,38.7195497250741
"extended_Schoolfield","PHY001",0.878925420683323,7.55219380870218,8.18772614214087
"extended_Schoolfield","RUB001",-2.57208636736034,29.7809573049432,28.1150330587676
"extended_Schoolfield","GDH001",0.992867992378344,-13.1814017477802,-7.51700013896253
"extended_Schoolfield","MAI001",0.954507280629911,14.2859587087547,15.8637553274444
"extended_Schoolfield","GGT001",0.0813369678350064,17.7511565509819,16.0852323048063
"extended_Schoolfield","ASN001",0.659231296973536,23.6631831999604,20.5386864994332
"extended_Schoolfield","GAC001",NA,Inf,Inf
"extended_Schoolfield","STH001",0.959542607044941,-27.1516828357425,-25.5738862170527
"extended_Schoolfield","GLU002",0.0946989457102474,38.9864867882669,37.3205625420913
"extended_Schoolfield","XYL001",0.621641004822886,30.5307731803941,32.1085697990839
"extended_Schoolfield","XYL002",0.917213414863107,16.1548123187772,18.5754930627296
"extended_Schoolfield","ARA001",0.300496477381992,38.2071335277336,37.7744147201761
"extended_Schoolfield","LIP001",0.026277702696603,26.0036478810219,26.6391802144606
"extended_Schoolfield","GAL002",-1.05759415226825,22.1641841524677,19.0396874519405
"extended_Schoolfield","LAR001",0.291945861655976,14.4552476210039,11.3307509204767
"extended_Schoolfield","AMA002",0.176150652467024,17.3255129067378,16.8927940991803
"extended_Schoolfield","TSK001",0.861687619991661,18.9249495924977,19.5604819259364
"extended_Schoolfield","GRX001",0.962669388538242,5.03578609237105,9.55538095206334
"extended_Schoolfield","PRX001",0.943923104014063,12.2555362962272,16.7751311559195
"extended_Schoolfield","RNR001",0.956471652034364,4.69385728303189,7.87701946541885
"extended_Schoolfield","HMT001",0.967348427259174,6.38618697456623,7.96398359325599
"extended_Schoolfield","NTR001",0.967261283758751,-13.5080584491945,-8.98846358950216
"simplified_Schoolfield","ADH001",0.971930690121898,-5.90011256965875,-4.51954052830521
"simplified_Schoolfield","HSD001",0.984419146847761,-7.76015105136495,-9.21783476676856
"simplified_Schoolfield","GTP001",0.996467146667473,-14.6723581884238,-14.1162673966649
"simplified_Schoolfield","MGT001",0.989432801844975,-26.0403406895084,-24.6597686481549
"simplified_Schoolfield","NAD001",0.998874866218731,-5.00604151085824,-4.44995071909939
"simplified_Schoolfield","ARL001",0.99904769836505,0.697688148454699,-0.759995566948916
"simplified_Schoolfield","PEL001",0.96314857815088,-5.77947425372707,-2.38512770521107
"simplified_Schoolfield","YEX001",0.869682735390031,3.44705899041502,4.00314978217387
"simplified_Schoolfield","YEW001",0.992647861724132,-15.6756519751877,-15.1195611834288
"simplified_Schoolfield","BSA001",0.920753311331325,38.7615190949499,43.7178705026653
"simplified_Schoolfield","ADC001",0.971498677830823,-16.3352140985089,-12.9408675499929
"simplified_Schoolfield","DAL001",0.885377559216243,12.889542701315,11.4318589859114
"simplified_Schoolfield","YCN001",0.997314924482664,-14.4578583955406,-13.9017676037817
"simplified_Schoolfield","LIC001",0.931340339028187,0.186824325169418,0.742915116928268
"simplified_Schoolfield","GAL001",0.972787118958836,-11.1444649389039,-11.5230938955167
"simplified_Schoolfield","RHI001",0.897776219882085,-4.09314487378813,-3.53705408202928
"simplified_Schoolfield","GLU001",0.999180638530172,-18.97927519263,-18.4231844008711
"simplified_Schoolfield","ABF001",0.999989595445451,-51.3533857083487,-50.7972949165898
"simplified_Schoolfield","QAP001",0.999721164674982,-43.8346558632041,-43.2785650714453
